,desc,location,size,value
211,Karen Four Bedroom Maisonette.,"karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 83000000
212,1/4 Acre of Land Situated at Kerarapon,"ngong, Kajiado, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
213,Five Bedroom Villa in River Side Nairobi,"RIVERSIDE, Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 48000000
214,6 Bedroom House,"New Muthaiga North, Muthaiga North, Nairobi, Nairobi",6 Bedrooms,KSh 160000000
215,4 Bedroom Townhouse with Servant's Quarter,"Limuru road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
216,House at Niarobi,"mzima spring, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
217,6 Bedroom Castle House  in Runda,"runda mimosa, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 110000000
218,Classic charm,"Kitisuru, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 78000000
219,"5 Bedroom House, Gigiri, Daisy","Daisy, Gigiri, Nairobi, Nairobi",5 Bedrooms,KSh 230000000
220,South C Three Bedroom Maisonette.,"South C, Nairobi, Nairobi",3 Bedrooms,KSh 19500000
221,Bungalow  For Sale In Utawala Near Delivarance Church,"utawala near delivarance church, Utawala , Nairobi, Nairobi",3 Bedrooms,KSh 16000000
222,Kitengela 4 Bedroom House,"or kitengela, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 12500000
223,"Residential property for sale in Gigiri, Kenya.","Gigiri, Gigiri, Nairobi, Nairobi",4 Bedrooms,KSh 150000000
224,Wonderful  Bedroom Townhouses,"Kyuna road, Kyuna, Nairobi, Nairobi",5 Bedrooms,KSh 143000000
225,Townhouse - For Sale - Loresho,"Loresho, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
226,Spacious 4 Bedroom+3 Bathroom  at Niarobi,"kilimani, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
227,Prime 2.3 acres for sale in Upper Hill.,"Upper Hill, Upper Hill, Nairobi, Nairobi",3 Bedrooms,KSh 1500000000
228,5 Bedroom  at Niarobi,"Kiambu road, Kiambu Road, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
229,Kileleshwa Five Bedroom Maisonette.,"Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
230,New Modern 4 Bedroom Home in Kiambu Rd,"Kiambu Rd, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 39000000
231,4 Bedrooms Maisonettes  at Ruiru,"kamakis, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 9800000
232,Masterfully Designed 5 Bedroom Townhouse,"Thika road, Thika Road, Nairobi, Nairobi",5 Bedrooms,KSh 34000000
233,3 bedroom bungalow in a gated community,"Ruaka, Ruaka, Nairobi, Nairobi",3 Bedrooms,KSh 12000000
234,4 Bedroom plus Dsq town house for sale on Kiambu Road,"KIAMBU ROAD, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
235,4 Bedroom Townhouse  in Lavington,"001, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 62000000
236,Executive Double Storey House,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 250000000
237,5 Bedroom Townhouse in Kitisuru,"Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 47950000
238,Five Bedroom  in Karen (Bomas),"001, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 62000000
239,"Magnificent 5 Bedroom House, Runda","Runda, Nairobi, Nairobi",5 Bedrooms,KSh 190000000
240,Fair View Bungalow,"KAREN, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 140000000
241,5 Bedroom Townhouse in Lavington,"LAVINGTON, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 250000
242,House at Niarobi,"Githunguri road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,KSh 37000000
243,Ruaka prime land for residential use,"Limuru Road, Kiambu Road, Nairobi, Nairobi",1 Bedrooms,KSh 18500000
244,4 Bedroom Suburban House,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
245,Kitisuru 4 Bedroom Corner House,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 115000000
246,House at Niarobi,"Karen, Fairacres road off Langata road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 97000000
247,Loresho 5 Bedroom,"Loresho, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
248,3 Bedroom Villas in Suburban Kiambu,"Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 25000000
249,4 Bedroomed House at Karen Ridge,"Karen Ridge - off Karen Rd, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
250,Semi Detached Masionettes,"athi steel,  Mlolongo, Nairobi, Nairobi",3 Bedrooms,KSh 13000000
251,4 Bedroom Townhouse,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
252,Stunning Country Home for Sale,"Pipeline Road, Kiserian, Nairobi, Nairobi",4 Bedrooms,KSh 72000000
253,House at Niarobi,"Runda, Runda, Nairobi, Nairobi",8 Bedrooms,KSh 97000000
254,3 Bedroom Bungalows  at Niarobi,"Kangundo road, Joska, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
255,Spacious 4 Bedroom Town House,"Trident park, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 27000000
256,5 Bedroom at Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
257,Runda 4 Bedroom House,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 22000000
258,South C Four Bedroom Maisonette.,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 19000000
259,Palatial Home in Mountain View Estate,"Mountain View, Mountain View, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
260,Elegant Stylish and Spacious 5 Bedroom,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 73000000
261,* 5 bedroom at niarobi,"Convent drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
262,6 Bedroom House Kitisuru,"Kitisuru, Kitisuru, Nairobi, Nairobi",6 Bedrooms,KSh 70000000
263,18 0904 ST Outstanding Townhouse - Excellent Investment Opportunity 17 03 07,"Brookside, Nairobi, Nairobi",4 Bedrooms,KSh 53000000
264,4 Bedroom Maisonette in Redhill,"limuru road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
265,New 4 bedroom maisonette off Spine Road for Sale,"Harambee Sacco Estate, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 9900000
266,3 Bedroom Bungalow Master Ensuite,"Joska, Ruai, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
267,"Prime Plot for sale along Riara Road, Kilimani.","Riara Road, Nairobi Central, Nairobi, Nairobi",1 Bedrooms,KSh 390000000
268,A Wonderful Spacious 5 Bedroom + Sq Townhouse.,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 290000
269,4 Bedroom all En-suite Townhouse,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
270,Modern 5 Bedroom Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
271,Modern Spacious Bungalow in Kitengela,"Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 8700000
272,5 Bedroom all ensuite in Old Muthaiga.,"Old Muthaiga, Old Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 200000000
273,A Beautiful 4 Bedroom all Ensuite Townhouse with Dsq and Garden in Kileleshwa,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
274,Spacious and Executive 5 Bedroom,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 46000000
275,Modern 3 Bedroom Townhouse,"Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 26000000
276,A charming property seating on 1.75 acres,"Peponi rd, Nairobi Central, Nairobi, Nairobi",4 Bedrooms,KSh 325000000
277,Plot with 2 Houses in Kyuna,"Kyuna Road, Kyuna, Nairobi, Nairobi",8 Bedrooms,KSh 145000000
278,"Land for Sale on Othaya Rd, Kileleshwa 3/4 Acres","Othaya Rd, Kileleshwa, Nairobi, Nairobi",1 Bedrooms,KSh 260000000
279,4 BEDROOM PLUS DSQ FOR SALE ON KIAMBU ROAD,"KIAMBU ROAD, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
280,3 Bedroom all En Suite Bungalow,"Thika rd superhighway Exit 14 along Kenyatta road, Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 4990000
281,Spacious and Modern 6 Bedrooms House with a 1 Bedroom Guestwing  in Runda.,"Runda Grove, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 120000000
282,Masterfully Designed and Luxurious Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
283,Westlands 4 Bedroom Triplex Townhouse,"peponi, Peponi, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
284,Contemporary Villa 5 Bedroom with 2 Rooms Dsq W,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
285,5 BEDROOM MANSION IN GARDEN ESTATE WITH 4 VBEDROOM GUESTWINGS,"GARDEN ESTATE, Garden Estate, Nairobi, Nairobi",7 Bedrooms,KSh 52000000
286,4 Br House in Kilimani,"Kilimani, Nairobi, Nairobi",5 Bedrooms,KSh 33000000
287,5 Bedroom House in Ngong - Kerarapon,"Kerarapon, Nairobi, Nairobi",5 Bedrooms,KSh 33000000
288,Ruiru Four Bedroom Maisonette with Sq,"Ruiru, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
289,"6 Bedroom House, Runda","Runda, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 140000000
290,5 Bedroom Town House all Ensuite in Agated Community,"Othaya Road, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
291,Luxurious 4 Bedroom,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
292,3 Bedroom Raphta Road,"Westlands, Nairobi, Nairobi",3 Bedrooms,KSh 26000000
293,3 Bedrooms House  in Embakasi Avenue Park - Gated,"Embakasi, Nairobi, Nairobi",3 Bedrooms,KSh 18000000
294,South C Four Bedroom Townhouse,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 18200000
295,Stand Alone House,"Ruaka road, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 500000000
296,6 bedroom villas for sale in Karen Mbagathi ridge,"Karen, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 125000000
297,Luxurious 4 Bedroom,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
298,"Executive, Luxurious 4 Bedroom","Langata, Nairobi, Nairobi",5 Bedrooms,KSh 16500000
299,Luxurious 4 Bedroom,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
300,BUNGALOW IN GARDEN ESTATE,"Garden Estate, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
301,5 Bedroom Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
302,Ambassadorial 7 Bedroom House,"Karen, Nairobi, Nairobi",7 Bedrooms,KSh 350000000
303,4.3 acres for sale in peponi,"Peponi, Peponi, Nairobi, Nairobi",1 Bedrooms,KSh 1400000000
304,Limuru Road Four Bedroom Townhouse,"Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
305,Modern 5 Bedroom at Niarobi,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
306,Construction of 3 Bedroom Bungalow,"P.O.BOX 16982, Embakasi, Nairobi, Nairobi",3 Bedrooms,KSh 4050000
307,4 Bedroom Double Storey in Limuru,"Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 170000000
308,Beautiful 5 Bedroom House in Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 68000000
309,House at Niarobi,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
310,5 Bedroom in Riverside for sale 55M,"Riverside, Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
311,3 Bedroom Villa,"Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 26000000
312,Luxurious 3 Bedroom Villa,"Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 26000000
313,Runda 5 Bedroom House,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
314,New Kitisuru 4 Bedroom Bungalow,"new kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
315,4 Bedroom House,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
316,Modern 4 Bedroom Townhouse,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
317,5 Bedroom all En-suite Townhouse,"Kiambu Road, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
318,Modern Townhouse,"Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 72000000
319,Elegant 4 Bedroom House,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 76000000
320,Exclusive 3 bedroom apartment on sale in Lavington,"Gitanga Road, lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 16000000
321,Masterfully Designed 5 Bedroom,"Kiambu Road, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
322,Fourways Three Bedroom Villa,"Kiambu road, Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 26500000
323,Spring Valley Five Bedroom Townhouse,"Spring valley, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 63000000
324,Limuru Road Five Bedroom Townhouse,"Limuru road, Nairobi, Nairobi",5 Bedrooms,KSh 35000000
325,Runda Water at Niarobi,"RUNDA WATER, Runda, Nairobi, Nairobi",9 Bedrooms,KSh 160000000
326,5 Bedroom House  in Karen (Kenya),"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 105000000
327,Newly Built Bungalow,"Westwood Park Rd, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 58000000
328,Exclusive Modern Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
329,Four Bedroom Townhouse at Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
330,Lovely 4 Bedroom Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
331,Joska off Plan 3 Bedroom Master En Suite Bungalows  Gated Community,"kangundo Rd, Joska, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
332,Affordable Spacious Bungalows,"Joska,off kangundo road, Joska, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
333,Ruiru Membly Four Bedroom Maisonette,"Ruiru, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 15500000
334,Endangered Species! Limuru Road Four Bedroom Villa,"Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
335,Elegant 4 Bedroom Townhouse with Dsq in Lavington Near Valley Arcade,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 27000000
336,Executive 7 bedroom maisonette for sale in Runda,"Runda Evergreen, Runda, Nairobi, Nairobi",7 Bedrooms,KSh 145000000
337,"House at Muna Tree Estate, Limuru","Limuru, Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
338,Striking 5 Bedroom Maisonette in Garden Estate,"Garden Estate, Garden Estate, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
339,5 Bedroom House for Sale in Runda - 3KE1335208,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
340,Kitisuru Five Bedroom Townhouse,"Kitisuru, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 52500000
341,Bedroom Maisonette  in Parklands,"Parklands, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
342,Ultra Modern Contemporary 5 Bedroom with Dsq Villa Gym Family Room and Extra Bedroom and Attic Floor,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
343,"Height of Style – Garden Estate, Ridgeways","Garden Estate, Garden Estate, Nairobi, Nairobi",4 Bedrooms,KSh 49000000
344,Exclusive 5 Bedroom House in Kitisuru - 3KE1279194,"Kitisuru, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
345,Prime Commercial Land On Langata Rd,"Langata, Langata, Nairobi, Nairobi",1 Bedrooms,KSh 550000000
346,New 4 bedroom maisonette off Spine Road for Sale,"Sossian Estate, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
347,Lovely Cosy Family Maisonette For Sale,"Koma Rock, Koma Rock, Nairobi, Nairobi",3 Bedrooms,KSh 7500000
348,Attention grabber Muthaiga mansion!,"Muthaiga, Muthaiga, Nairobi, Nairobi",4 Bedrooms,KSh 140000000
349,3 Bedroom Country Style Bungalow on 1/2 Acre in Karen,"Dagoretti Lane, Dagoretti Road, Nairobi, Nairobi",3 Bedrooms,KSh 50000000
350,5 Bedroom House for sale in Karen - 3ke1304658,"Fair Acres Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 78000000
351,Beautiful Hotel for Sale off Museum Hill,"Parklands, Parklands, Nairobi, Nairobi",1 Bedrooms,KSh 420000000
352,House at Muhugu Park- Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
353,Ambassadorial House-Runda,"runda, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 145000000
354,Sunrise Avenue! Karen Five Bedroom Townhouse,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 88000000
355,Karen Townhouse,"karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
356,Charming 4 Bedroom Townhouse for sale in Lavington,"Muthangari Gradens Rd, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
357,impressive 4 bedroom maisonette plus sq for sale in Dam Estate in Langata.,"Langata Rd, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 15500000
358,5 Bedroom 2sqtownhouse,"Karen Road, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 65000000
359,1 acre Property for sale in Kileleshwa.,"kileleshwa, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,KSh 400000000
360,"Standalone 4 Bedroom House Along Brookside Drive, Spring Valley","Brookside Drive, Spring Valley, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
361,"a Beautiful 4 Bedroom Townhouse with Dsq and Garden in Lavington, off Mbaazi Road","Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
362,Affordable Homes,"Kangundo Road, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
363,Exceptional 6 Bedroom House on 26 Acres on Kitisuru Estate - S254,"Tate Close, Kitisuru, Nairobi, Nairobi",6 Bedrooms,KSh 425000000
364,Masterfully Designed 5 Bedroom all En-suite Townhouse,"Kiambu Road, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
365,Prestigious 4 Bedroom Town House For Sale Within Runda In Kencom Sacco Project,"Kencom sacco  houses kasarini, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
366,4 Bedroom Townhouse on Mombasa Road - 3ke1361959,"Mombasa Road, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
367,Runda Four Bedroom Paradise with Sq.,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
368,Masterfully Designed 5 Bedroom Townhouse,"Thika Road, Nairobi, Nairobi",5 Bedrooms,KSh 34000000
369,0.45 ACRES PLOT FOR SALE IN WESTLANDS SPRING VALLER-LOWER KABETE ROAD,"WESTLANDS, Spring Valley, Nairobi, Nairobi",6 Bedrooms,KSh 200000000
370,6 Bedroom House With 2 Detached Sqs for sale Along Thika Road,"Kenyatta Rd, Thika Road, Nairobi, Nairobi",6 Bedrooms,KSh 16000000
371,Elegant Mountain View House,"Mountain View, Nairobi, Nairobi",4 Bedrooms,KSh 42000000
372,Villa for sale in Gigiri,"Ruaka Hill Rd, Rosslyn, Nairobi, Nairobi",5 Bedrooms,KSh 200000000
373,Magnificent 3 Bedroom Maisonette,"Ruaka, Ruaka, Nairobi, Nairobi",3 Bedrooms,KSh 17000000
374,"Town House 4 & 5 Br with Dsq – Kitisuru, Kirawa Rd","Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 47950000
375,Four Bedroom Maisonette in Langata,"Langata, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
376,Construction of 3 Bedroom Bungalow,"Nairobi, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 4050000
377,"Villa- Ridgeways, Kiambu Road","Ridgeways kiambu road, Ridgeways, Nairobi, Nairobi",7 Bedrooms,KSh 195000000
378,4 Bedroom all En-suite Townhouse,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
379,Sun drops Oasis! Lavington 5 Bedrooms Villa.,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
380,"Industrial 25 Acres, Mlolongo for sale.","Mlolongo, Mlolongo, Nairobi, Nairobi",1 Bedrooms,KSh 1150000000
381,Elegant Home - 4 Bedroom Runda,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
382,Constuction of 3 bedroom bungalow,"P.O.BOX 16982, Donholm, Nairobi, Nairobi",3 Bedrooms,KSh 3950000
383,"Athi View, 4 Bedroom Maisonette ,opposite Syokimau Railway Station","Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12800000
384,Cosy 4 Bedroom Bungalow For Sale,"Loresho, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 82000000
385,5 Bedroom Townhouse,"Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 72000000
386,Karen 5 Bedroom Luxurious House,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
387,3 Bedroom House for Sale in Runda - 3KE1318856,"Runda, Runda, Nairobi, Nairobi",3 Bedrooms,KSh 78000000
388,Spacious 6 bedroom house for sale in Thome,"Thome, Thome, Nairobi, Nairobi",6 Bedrooms,KSh 65000000
389,Attention Grabber! Lavington Five Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
390,18 0417 St Exclusive Townhouse Lavishly Designed. 17 01 31,"Lavington Estate 17 01 31, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
391,5 Bedroom House in Karen-3KE1374072.,"Miotoni., Karen, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
392,5 Bedroom Unfinished Villa in Utawala,"Utawala, Utawala , Nairobi, Nairobi",5 Bedrooms,KSh 10000000
393,"3 Bedroom Master Ensuite Bungalow in Kitengela, Muigai Estate","Kitengela, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 7500000
394,Amazing 4 Bedroom House,"Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
395,Brand New Smile! Ruiru Membley Estate House For Sale,"ruiru, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
396,5 Bedroom House for sale in Karen - 3ke1304661,"Karen Hardy, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 200000000
397,Spacious 4 Bedroom House,"manyani road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 225000000
398,4 bedroom all en suite townhouse,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
399,18 0705 ST An Outstanding Townhouse Arranged on Two Levels with Excellent Outside Space. 18 07 13,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
400,1 acre for sale off of Rahpta Road,"Peponi, Peponi, Nairobi, Nairobi",1 Bedrooms,KSh 200000000
401,Exclusive! Gigiri Four Bedroom Ambassadorial House,"Gigiri, Gigiri, Nairobi, Nairobi",4 Bedrooms,KSh 750000000
402,Authentic 4 Bedroom Homes for sale,"Rosslyn, Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 82000000
403,"3 Bedroom Townhouses at Crystal Rivers Mall and Residences, Athi River by Safaricom Staff Pension Scheme)","Athi River, Machakos, Nairobi, Nairobi",3 Bedrooms,KSh 14000000
404,Residential Units,"Bogani Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 88000000
405,5 Bedroom Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
406,Maisonette For Sale in Harambee Sacco Estate Donholm,"harambee sacco estate donholm, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 9500000
407,5 Bedroom plus DSQ in Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 50000000
408,5 bedroom plus 2 DSQ,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
409,4 Bedroom Townhouse Masanduku Lane,"Masanduku lane, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 49000000
410,Runda 5 Bdm Sq Kiambu Rd,"Kiambu Road, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 26000000
411,Karen New Townhouse,"Karen bogani, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 99000000
412,Contemporary Villas in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
413,Modern 5 Bedroom M/Ensuite - Yaya Center,"Yaya Centre, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
414,Stunning 6 Bedroom Mansion for sale,"runda, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 160000000
415,South C Four Bedroom Townhouse.,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 18000000
416,Lovely 6 Bedroom House in Kahawa Sukari,"Kahawa Sukari, Nairobi, Nairobi",6 Bedrooms,KSh 35000000
417,Modern 5 Bedroom Townhouse in Spring,"Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 67500000
418,Charming 4 Bedroom Home - Windsor Park,"Windsor Park, Ridgeways, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
419,4 Bedroom all En Suite Villa with Servant's Quarter,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
420,Beautiful 5 Bedroom Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
421,Peaceful Living – Ruiru,"Ruiru, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 16000000
422,"6 Bedroom all Ensuite forSale, Garden Estate","Garden Estate, Garden Estate, Nairobi, Nairobi",6 Bedrooms,KSh 60000000
423,Exclusive 5 Bedroom House in Rosslyn,"Rosslyn lane, Rosslyn, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
424,For Sale - 2 Bedroom House,"Riruta, Riruta, Nairobi, Nairobi",2 Bedrooms,KSh 31000000
425,4 Bedroom House in Karen  - 3KE1348268,"Karen Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 69000000
426,Elegant Stylish and Spacious 5 Bedroom Contemporary Villa,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 73000000
427,5 Bedroom Massionette,"Hillvalley next to Suraya Encasa,  Mlolongo, Nairobi, Nairobi",5 Bedrooms,KSh 11900000
428,An Exquisite  4 Bedroom Town House,"Karen,Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
429,Four Bedroom Mansion  in Kilimani,"Menelik, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
430,Homes  at Niarobi,"Kangundo Rd, Joska, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
431,4 Bedroom  all En-suite at Kileleshwa,"Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
432,Modern Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
433,4 Bedroom Mansionette + Dsq in Syokimau,"Syokimau airport road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 13000000
